Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI
Statewide,Female,Mela,05yrs,11816700,3426,5.799,5.509,6.089,7072836,8279,23.411,22.24,24.581,3948962,4046,20.492,19.468,21.517
A9001,Female,Mela,05yrs,143085,151,21.057,20.004,22.109,117508,132,22.542,21.415,23.669,17122,,,,
A9002,Female,Mela,05yrs,156573,87,11.116,10.561,11.672,74703,71,19.003,18.053,19.953,38022,43,22.773,21.635,23.912
A9003,Female,Mela,05yrs,163534,154,18.825,17.884,19.766,61827,58,18.729,17.792,19.665,83188,26,6.191,5.881,6.501
A9004,Female,Mela,05yrs,171184,194,22.692,21.558,23.827,78505,32,8.037,7.635,8.439,85128,53,12.374,11.755,12.992
A9005,Female,Mela,05yrs,166396,139,16.761,15.923,17.599,12957,,,,,135789,56,8.274,7.86,8.688
A9006,Female,Mela,05yrs,150277,105,14.025,13.324,14.726,89673,65,14.56,13.832,15.288,51995,53,20.454,19.432,21.477
A9007,Female,Mela,05yrs,169880,99,11.683,11.098,12.267,90849,76,16.795,15.955,17.635,65421,54,16.484,15.66,17.308
A9008,Female,Mela,05yrs,170875,85,9.963,9.465,10.461,134937,137,20.256,19.244,21.269,27072,,,,
A9009,Female,Mela,05yrs,161952,78,9.645,9.162,10.127,101974,59,11.478,10.904,12.051,52714,58,21.966,20.867,23.064
A9010,Female,Mela,05yrs,166106,49,5.853,5.56,6.145,109118,81,14.893,14.149,15.638,46287,32,13.832,13.14,14.523
A9011,Female,Mela,05yrs,158425,168,21.185,20.125,22.244,129017,105,16.345,15.528,17.162,18132,20,22.379,21.26,23.498
A9013,Female,Mela,05yrs,150180,26,3.416,3.245,3.587,105236,,,,,30177,,,,
A9014,Female,Mela,05yrs,143902,24,3.383,3.214,3.552,115696,113,19.611,18.631,20.592,17756,,,,
A9015,Female,Mela,05yrs,165107,42,5.057,4.804,5.31,49818,54,21.693,20.608,22.777,104088,116,22.255,21.143,23.368
A9016,Female,Mela,05yrs,208496,210,20.155,19.147,21.163,158421,34,4.302,4.087,4.517,42928,23,10.654,10.121,11.187
A9017,Female,Mela,05yrs,161828,122,15.05,14.297,15.802,69394,40,11.644,11.061,12.226,87644,52,11.868,11.274,12.461
A9018,Female,Mela,05yrs,150529,173,23.041,21.889,24.193,127646,38,5.939,5.642,6.236,12063,,,,
A9019,Female,Mela,05yrs,168076,150,17.874,16.98,18.768,67634,63,18.509,17.584,19.435,67615,53,15.586,14.807,16.365
A9020,Female,Mela,05yrs,178654,170,19.025,18.073,19.976,38058,43,22.593,21.463,23.723,134785,148,21.927,20.831,23.024
A9021,Female,Mela,05yrs,155175,127,16.412,15.591,17.233,107532,81,15.149,14.392,15.907,18817,20,20.96,19.912,22.008
A9022,Female,Mela,05yrs,164504,69,8.364,7.946,8.782,64080,69,21.579,20.5,22.658,96529,107,22.183,21.073,23.292
A9023,Female,Mela,05yrs,161436,75,9.25,8.788,9.713,48371,19,7.821,7.43,8.212,101235,89,17.653,16.77,18.536
A9024,Female,Mela,05yrs,148761,99,13.276,12.613,13.94,53006,24,9.083,8.629,9.537,83077,41,9.896,9.401,10.391
A9025,Female,Mela,05yrs,150575,108,14.279,13.565,14.993,93424,89,19.065,18.112,20.018,47250,18,7.562,7.183,7.94
A9026,Female,Mela,05yrs,165312,21,2.53,2.403,2.656,88972,53,12.01,11.41,12.611,66482,63,18.967,18.018,19.915
A9027,Female,Mela,05yrs,138701,136,19.668,18.685,20.652,98855,,,,,23999,,,,
A9028,Female,Mela,05yrs,157590,142,18.08,17.176,18.984,116859,77,13.216,12.555,13.877,16322,,,,
A9029,Female,Mela,05yrs,160236,90,11.19,10.63,11.749,143595,35,4.831,4.589,5.073,9428,,,,
A9030,Female,Mela,05yrs,165512,121,14.673,13.939,15.406,82969,64,15.434,14.662,16.205,66713,25,7.475,7.101,7.849
A9031,Female,Mela,05yrs,140163,58,8.346,7.929,8.763,113654,106,18.731,17.794,19.667,17290,,,,
A9033,Female,Mela,05yrs,178734,28,3.098,2.943,3.252,160025,67,8.327,7.91,8.743,11713,,,,
A9034,Female,Mela,05yrs,162192,148,18.189,17.279,19.098,93315,96,20.589,19.559,21.618,62191,49,15.617,14.836,16.398
A9035,Female,Mela,05yrs,161184,138,17.081,16.227,17.935,80212,94,23.471,22.297,24.644,75058,73,19.436,18.465,20.408
A9036,Female,Mela,05yrs,170517,157,18.372,17.454,19.291,119956,99,16.574,15.745,17.402,39739,18,8.93,8.483,9.376
A9037,Female,Mela,05yrs,156555,59,7.519,7.143,7.895,116158,71,12.286,11.672,12.9,24186,25,20.385,19.366,21.405
A9038,Female,Mela,05yrs,162039,177,21.791,20.702,22.881,109821,82,14.855,14.112,15.597,40405,34,16.786,15.947,17.626
A9039,Female,Mela,05yrs,165630,149,17.962,17.064,18.86,119073,33,5.481,5.207,5.756,33186,,,,
A9040,Female,Mela,05yrs,146174,134,18.292,17.377,19.206,97817,108,22.027,20.926,23.129,32980,,,,
A9041,Female,Mela,05yrs,165960,18,2.225,2.114,2.336,104746,,,,,45540,53,23.194,22.034,24.353
A9042,Female,Mela,05yrs,162006,155,19.136,18.179,20.093,76893,55,14.265,13.551,14.978,60029,24,7.957,7.56,8.355
A9043,Female,Mela,05yrs,155790,117,15.045,14.293,15.797,70683,51,14.451,13.728,15.174,78209,23,5.876,5.582,6.17
A9044,Female,Mela,05yrs,197447,185,18.702,17.767,19.637,79850,68,17.06,16.207,17.913,112260,76,13.57,12.892,14.249
A9045,Female,Mela,05yrs,171223,124,14.537,13.81,15.264,37556,17,9.164,8.706,9.622,121676,95,15.668,14.885,16.452
A9046,Female,Mela,05yrs,168061,104,12.416,11.795,13.037,16475,,,,,145884,65,8.916,8.47,9.362
A9048,Female,Mela,05yrs,162689,83,10.168,9.659,10.676,69311,47,13.624,12.942,14.305,80689,69,17.053,16.2,17.905
A9049,Female,Mela,05yrs,165023,102,12.397,11.777,13.017,101151,76,14.933,14.187,15.68,50144,27,10.906,10.36,11.451
B0002,Female,Mela,05yrs,119871,29,4.874,4.63,5.118,97466,31,6.463,6.14,6.786,18913,21,22.243,21.13,23.355
B0004,Female,Mela,05yrs,172854,182,21.051,19.998,22.103,102198,44,8.565,8.136,8.993,65366,72,22.004,20.904,23.104
B0010,Female,Mela,05yrs,162132,135,16.652,15.819,17.484,87529,82,18.787,17.848,19.727,69449,67,19.217,18.256,20.177
B0011,Female,Mela,05yrs,187035,132,14.062,13.359,14.765,164281,102,12.419,11.798,13.04,15567,,,,
B0013,Female,Mela,05yrs,166592,51,6.148,5.841,6.456,110527,51,9.282,8.818,9.746,36621,18,9.602,9.122,10.082
B0016,Female,Mela,05yrs,130695,90,13.816,13.126,14.507,77207,,,,,50304,53,20.935,19.888,21.981
B0019,Female,Mela,05yrs,140315,145,20.725,19.689,21.761,83165,56,13.506,12.83,14.181,53591,47,17.367,16.499,18.235
B0024,Female,Mela,05yrs,194076,105,10.838,10.296,11.38,117046,90,15.346,14.578,16.113,64229,,,,
B0026,Female,Mela,05yrs,130963,109,16.613,15.782,17.444,82279,41,10.025,9.524,10.527,38395,20,10.485,9.961,11.01
B0030,Female,Mela,05yrs,169223,187,22.148,21.04,23.255,69134,45,12.972,12.323,13.62,91908,99,21.451,20.379,22.524
B0032,Female,Mela,05yrs,144219,145,20.057,19.055,21.06,75894,69,18.056,17.153,18.958,64397,41,12.589,11.96,13.218
B0034,Female,Mela,05yrs,242868,244,20.086,19.082,21.091,183605,169,18.435,17.513,19.356,53714,38,14.04,13.338,14.742
B0035,Female,Mela,05yrs,189192,150,15.9,15.105,16.695,117949,46,7.824,7.432,8.215,63568,,,,
B0038,Female,Mela,05yrs,152031,78,10.234,9.723,10.746,120928,107,17.732,16.845,18.618,22966,,,,
B0043,Female,Mela,05yrs,188984,223,23.564,22.386,24.742,113497,64,11.193,10.633,11.753,63124,41,12.842,12.2,13.484
B0044,Female,Mela,05yrs,177608,80,8.956,8.508,9.404,115869,49,8.51,8.085,8.936,56803,59,20.803,19.763,21.843
B0047,Female,Mela,05yrs,173410,34,3.94,3.743,4.137,103315,78,15.027,14.276,15.778,66035,,,,
B0049,Female,Mela,05yrs,160768,102,12.706,12.071,13.342,90482,23,5.163,4.905,5.422,64367,46,14.165,13.456,14.873
B0051,Female,Mela,05yrs,224381,130,11.554,10.976,12.131,178230,54,6.04,5.738,6.342,35776,,,,
B0058,Female,Mela,05yrs,247615,202,16.3,15.485,17.115,194098,56,5.819,5.528,6.11,35693,32,17.951,17.053,18.848
B0059,Female,Mela,05yrs,134645,46,6.795,6.455,7.134,87054,55,12.57,11.942,13.199,42677,43,20.358,19.34,21.375
B0066,Female,Mela,05yrs,217267,37,3.405,3.234,3.575,119686,120,20.03,19.029,21.032,91928,85,18.494,17.57,19.419
B0067,Female,Mela,05yrs,267264,81,6.032,5.73,6.333,205631,120,11.692,11.107,12.277,49915,,,,
B0071,Female,Mela,05yrs,124948,,,,,90482,59,13.058,12.405,13.711,18581,,,,
B0072,Female,Mela,05yrs,133495,20,3.06,2.907,3.213,87954,48,11.005,10.455,11.556,36117,17,9.295,8.831,9.76
Statewide,Male,Mela,05yrs,11309562,3950,6.985,6.636,7.334,6857584,10498,30.616,29.086,32.147,3574132,1989,11.133,10.576,11.689
A9001,Male,Mela,05yrs,136012,267,39.277,37.313,41.241,112465,154,27.411,26.04,28.781,15420,21,27.303,25.938,28.668
A9002,Male,Mela,05yrs,149292,240,32.114,30.508,33.72,69076,104,30.169,28.661,31.678,32288,64,39.92,37.924,41.916
A9003,Male,Mela,05yrs,146448,44,6.07,5.767,6.374,57147,102,35.796,34.006,37.586,68587,106,30.927,29.381,32.473
A9004,Male,Mela,05yrs,153319,279,36.367,34.549,38.186,70522,97,27.637,26.256,29.019,74951,130,34.692,32.957,36.426
A9005,Male,Mela,05yrs,143308,98,13.739,13.052,14.426,11649,,,,,111572,222,39.873,37.879,41.867
A9006,Male,Mela,05yrs,144361,226,31.373,29.805,32.942,88336,63,14.28,13.566,14.994,46223,77,33.49,31.816,35.165
A9007,Male,Mela,05yrs,153380,133,17.306,16.441,18.172,86880,150,34.607,32.877,36.337,53212,20,7.655,7.272,8.037
A9008,Male,Mela,05yrs,165746,218,26.285,24.971,27.6,129337,181,27.947,26.55,29.345,26663,48,35.897,34.103,37.692
A9009,Male,Mela,05yrs,147096,220,29.975,28.476,31.473,93350,56,11.915,11.319,12.511,45780,,,,
A9010,Male,Mela,05yrs,150288,209,27.753,26.366,29.141,98273,74,15.015,14.264,15.765,40669,66,32.534,30.907,34.16
A9011,Male,Mela,05yrs,151695,109,14.405,13.685,15.125,122324,238,38.882,36.938,40.827,17088,31,36.105,34.3,37.91
A9013,Male,Mela,05yrs,150440,62,8.233,7.821,8.644,105746,77,14.639,13.908,15.371,28537,58,40.685,38.651,42.719
A9014,Male,Mela,05yrs,139242,72,10.337,9.82,10.854,110455,50,8.974,8.525,9.422,16181,22,27.405,26.035,28.775
A9015,Male,Mela,05yrs,142051,77,10.884,10.34,11.429,49302,85,34.311,32.596,36.027,81468,32,7.834,7.443,8.226
A9016,Male,Mela,05yrs,187162,100,10.692,10.157,11.227,145371,169,23.201,22.041,24.362,34802,32,18.181,17.272,19.09
A9017,Male,Mela,05yrs,152883,154,20.141,19.134,21.148,69531,103,29.748,28.261,31.236,78534,154,39.175,37.216,41.134
A9018,Male,Mela,05yrs,140963,164,23.31,22.144,24.475,119425,167,27.888,26.494,29.283,11530,,,,
A9019,Male,Mela,05yrs,161613,224,27.661,26.278,29.044,64827,131,40.523,38.497,42.549,60602,100,32.905,31.26,34.55
A9020,Male,Mela,05yrs,150634,91,12.073,11.469,12.676,35435,70,39.374,37.405,41.343,109113,63,11.514,10.938,12.089
A9021,Male,Mela,05yrs,148115,139,18.724,17.788,19.66,99628,42,8.405,7.985,8.826,17109,,,,
A9022,Male,Mela,05yrs,156627,167,21.336,20.269,22.403,63244,43,13.449,12.777,14.122,89683,122,27.292,25.928,28.657
A9023,Male,Mela,05yrs,155950,133,17.042,16.19,17.894,54101,22,8.245,7.833,8.657,87862,112,25.506,24.231,26.782
A9024,Male,Mela,05yrs,158065,68,8.561,8.133,8.989,61141,42,13.831,13.14,14.523,80027,83,20.764,19.726,21.802
A9025,Male,Mela,05yrs,140731,196,27.868,26.475,29.262,89504,149,33.192,31.533,34.852,40988,46,22.268,21.154,23.381
A9026,Male,Mela,05yrs,149206,56,7.555,7.177,7.932,83201,62,14.786,14.047,15.525,55084,80,28.999,27.549,30.449
A9027,Male,Mela,05yrs,138245,252,36.395,34.575,38.215,99230,38,7.676,7.292,8.06,22476,39,35.098,33.343,36.853
A9028,Male,Mela,05yrs,149655,210,28.008,26.608,29.409,108323,51,9.495,9.02,9.969,13869,26,37.133,35.276,38.989
A9029,Male,Mela,05yrs,153192,112,14.613,13.883,15.344,137050,242,35.297,33.532,37.062,8168,,,,
A9030,Male,Mela,05yrs,152020,214,28.21,26.799,29.62,78151,105,26.892,25.548,28.237,56300,81,28.829,27.387,30.27
A9031,Male,Mela,05yrs,138888,203,29.292,27.828,30.757,112498,125,22.266,21.153,23.38,15605,18,23.278,22.114,24.442
A9033,Male,Mela,05yrs,177583,90,10.164,9.656,10.672,158098,86,10.835,10.293,11.377,12126,22,35.575,33.796,37.354
A9034,Male,Mela,05yrs,151126,302,39.933,37.937,41.93,89232,61,13.711,13.025,14.396,55056,49,17.745,16.858,18.632
A9035,Male,Mela,05yrs,157260,222,28.195,26.785,29.605,78885,129,32.824,31.182,34.465,72115,51,14.081,13.377,14.785
A9036,Male,Mela,05yrs,158291,53,6.684,6.35,7.018,112755,136,24.11,22.905,25.316,34709,,,,
A9037,Male,Mela,05yrs,145738,166,22.781,21.642,23.92,107821,29,5.402,5.132,5.672,21497,36,33.714,32.028,35.4
A9038,Male,Mela,05yrs,154358,309,40.004,38.004,42.005,107600,38,6.985,6.635,7.334,34600,21,11.938,11.341,12.535
A9039,Male,Mela,05yrs,158802,102,12.828,12.186,13.469,114956,67,11.733,11.146,12.32,29899,,,,
A9040,Male,Mela,05yrs,140592,91,12.896,12.251,13.541,92447,48,10.421,9.9,10.943,30070,16,10.894,10.349,11.438
A9041,Male,Mela,05yrs,152337,142,18.62,17.689,19.551,98757,91,18.374,17.456,19.293,37451,52,27.534,26.157,28.91
A9042,Male,Mela,05yrs,155089,133,17.108,16.252,17.963,73969,31,8.31,7.894,8.725,53388,45,16.852,16.01,17.695
A9043,Male,Mela,05yrs,149719,272,36.294,34.48,38.109,70812,24,6.805,6.465,7.146,70973,61,17.208,16.348,18.069
A9044,Male,Mela,05yrs,185740,122,13.135,12.478,13.791,77833,130,33.461,31.788,35.134,101258,78,15.375,14.606,16.144
A9045,Male,Mela,05yrs,148130,172,23.225,22.064,24.387,34888,48,27.791,26.402,29.181,100298,69,13.742,13.055,14.429
A9046,Male,Mela,05yrs,144567,288,39.789,37.799,41.778,15092,19,24.672,23.439,25.906,122435,206,33.708,32.023,35.394
A9048,Male,Mela,05yrs,160083,179,22.391,21.271,23.511,72770,144,39.702,37.717,41.687,71354,121,33.97,32.272,35.669
A9049,Male,Mela,05yrs,151551,131,17.244,16.382,18.107,94098,125,26.528,25.202,27.855,42273,,,,
B0002,Male,Mela,05yrs,140711,255,36.275,34.461,38.088,101037,101,19.92,18.924,20.916,31297,16,10.34,9.823,10.857
B0004,Male,Mela,05yrs,169642,203,23.88,22.686,25.074,99991,145,29.048,27.596,30.5,63696,74,23.301,22.136,24.466
B0010,Male,Mela,05yrs,148593,71,9.558,9.08,10.036,83813,49,11.602,11.022,12.182,59945,74,24.557,23.329,25.785
B0011,Male,Mela,05yrs,178679,82,9.151,8.694,9.609,156755,79,10.123,9.617,10.629,14522,,,,
B0013,Male,Mela,05yrs,165691,186,22.397,21.277,23.517,110867,71,12.802,12.162,13.442,33426,40,23.678,22.494,24.862
B0016,Male,Mela,05yrs,158150,306,38.683,36.749,40.617,84327,48,11.497,10.922,12.072,70323,60,17.085,16.231,17.94
B0019,Male,Mela,05yrs,145964,204,27.885,26.491,29.28,84231,91,21.675,20.591,22.758,57833,33,11.524,10.948,12.1
B0024,Male,Mela,05yrs,188411,199,21.072,20.018,22.125,112990,220,38.964,37.016,40.912,58205,,,,
B0026,Male,Mela,05yrs,125099,168,26.859,25.516,28.201,80640,36,8.911,8.466,9.357,34258,16,9.191,8.731,9.65
B0030,Male,Mela,05yrs,159831,146,18.246,17.333,19.158,68552,90,26.216,24.905,27.526,82641,152,36.692,34.858,38.527
B0032,Male,Mela,05yrs,145272,106,14.634,13.902,15.365,75811,38,10.153,9.646,10.661,64119,20,6.292,5.977,6.607
B0034,Male,Mela,05yrs,236783,405,34.211,32.501,35.922,175767,335,38.14,36.233,40.047,52126,52,19.873,18.879,20.867
B0035,Male,Mela,05yrs,183281,144,15.701,14.916,16.486,116529,127,21.723,20.637,22.809,57607,117,40.638,38.606,42.67
B0038,Male,Mela,05yrs,143520,171,23.862,22.669,25.055,113861,53,9.301,8.836,9.766,21114,22,20.989,19.94,22.038
B0043,Male,Mela,05yrs,180705,131,14.543,13.816,15.27,109845,156,28.43,27.009,29.852,56974,96,33.614,31.933,35.294
B0044,Male,Mela,05yrs,182817,140,15.339,14.572,16.106,114214,38,6.587,6.258,6.917,63407,96,30.412,28.892,31.933
B0047,Male,Mela,05yrs,167006,112,13.367,12.699,14.036,99722,77,15.485,14.711,16.259,63183,89,28.212,26.801,29.622
B0049,Male,Mela,05yrs,156523,274,35.054,33.301,36.807,91716,58,12.599,11.969,13.229,57650,17,5.881,5.587,6.175
B0051,Male,Mela,05yrs,242347,359,29.657,28.174,31.14,184542,327,35.44,33.668,37.212,47205,59,25.19,23.931,26.45
B0058,Male,Mela,05yrs,239755,257,21.429,20.357,22.5,186137,168,18.055,17.152,18.958,31910,,,,
B0059,Male,Mela,05yrs,130985,46,7.037,6.685,7.389,86442,60,13.776,13.087,14.465,39277,65,32.945,31.298,34.592
B0066,Male,Mela,05yrs,200796,83,8.3,7.885,8.715,112806,54,9.544,9.067,10.021,82476,149,36.139,34.332,37.946
B0067,Male,Mela,05yrs,254275,109,8.585,8.156,9.015,195946,291,29.712,28.226,31.197,46797,41,17.472,16.598,18.345
B0071,Male,Mela,05yrs,137432,225,32.697,31.063,34.332,98723,31,6.197,5.887,6.506,20704,31,30.255,28.742,31.767
B0072,Male,Mela,05yrs,129701,133,20.573,19.544,21.602,86783,102,23.57,22.391,24.748,33543,62,37.068,35.215,38.922
Statewide,Both,Pancreas,05yrs,23126262,19905,17.214,16.353,18.074,13930420,11529,16.553,15.725,17.38,7523094,5543,14.735,13.998,15.471
A9001,Both,Pancreas,05yrs,279097,139,9.931,9.434,10.427,229973,158,13.777,13.088,14.466,32542,27,16.428,15.607,17.25
A9002,Both,Pancreas,05yrs,305865,176,11.517,10.941,12.093,143779,96,13.305,12.64,13.971,70310,46,13.137,12.48,13.794
A9003,Both,Pancreas,05yrs,309981,268,17.264,16.401,18.127,118975,105,17.582,16.703,18.461,151775,97,12.838,12.196,13.48
A9004,Both,Pancreas,05yrs,324503,218,13.428,12.757,14.1,149027,97,13.047,12.395,13.699,160079,132,16.527,15.701,17.353
A9005,Both,Pancreas,05yrs,309704,192,12.411,11.79,13.031,24606,22,17.893,16.999,18.788,247361,131,10.598,10.068,11.128
A9006,Both,Pancreas,05yrs,294638,181,12.254,11.642,12.867,178009,121,13.616,12.935,14.297,98218,58,11.712,11.126,12.298
A9007,Both,Pancreas,05yrs,323260,171,10.554,10.027,11.082,177729,146,16.399,15.579,17.219,118633,64,10.736,10.199,11.273
A9008,Both,Pancreas,05yrs,336621,279,16.554,15.727,17.382,264274,207,15.676,14.892,16.46,53735,38,14.157,13.449,14.865
A9009,Both,Pancreas,05yrs,309048,160,10.357,9.84,10.875,195325,134,13.72,13.034,14.406,98494,71,14.427,13.706,15.149
A9010,Both,Pancreas,05yrs,316394,162,10.232,9.72,10.743,207391,156,15.08,14.326,15.834,86956,62,14.235,13.524,14.947
A9011,Both,Pancreas,05yrs,310119,277,17.895,17,18.789,251341,187,14.916,14.17,15.662,35220,31,17.53,16.654,18.407
A9013,Both,Pancreas,05yrs,300620,261,17.367,16.499,18.235,210982,139,13.179,12.52,13.838,58714,32,10.79,10.251,11.33
A9014,Both,Pancreas,05yrs,283144,204,14.391,13.671,15.11,226151,206,18.213,17.302,19.123,33938,28,16.621,15.79,17.452
A9015,Both,Pancreas,05yrs,307158,191,12.462,11.839,13.085,99120,63,12.72,12.084,13.356,185556,115,12.356,11.738,12.974
A9016,Both,Pancreas,05yrs,395658,321,16.211,15.4,17.022,303792,248,16.338,15.521,17.155,77730,52,13.389,12.72,14.059
A9017,Both,Pancreas,05yrs,314711,257,16.342,15.525,17.159,138925,114,16.47,15.647,17.294,166179,151,18.212,17.301,19.123
A9018,Both,Pancreas,05yrs,291492,187,12.821,12.18,13.462,247071,223,18.021,17.12,18.922,23593,21,18.159,17.251,19.067
A9019,Both,Pancreas,05yrs,329689,218,13.222,12.561,13.884,132461,109,16.514,15.688,17.34,128217,112,17.424,16.553,18.295
A9020,Both,Pancreas,05yrs,329288,202,12.256,11.643,12.868,73493,62,16.854,16.011,17.697,243898,201,16.501,15.676,17.326
A9021,Both,Pancreas,05yrs,303290,275,18.132,17.225,19.038,207160,137,13.2,12.54,13.86,35926,21,11.769,11.18,12.357
A9022,Both,Pancreas,05yrs,321131,255,15.887,15.092,16.681,127324,116,18.254,17.341,19.166,186212,127,13.626,12.944,14.307
A9023,Both,Pancreas,05yrs,317386,285,17.929,17.033,18.826,102472,79,15.404,14.634,16.175,189096,141,14.889,14.144,15.633
A9024,Both,Pancreas,05yrs,306827,182,11.882,11.288,12.476,114148,59,10.271,9.757,10.784,163104,118,14.417,13.696,15.138
A9025,Both,Pancreas,05yrs,291306,227,15.571,14.793,16.35,182928,166,18.195,17.285,19.105,88238,80,18.173,17.264,19.082
A9026,Both,Pancreas,05yrs,314519,257,16.353,15.535,17.171,172173,132,15.356,14.589,16.124,121567,82,13.509,12.834,14.185
A9027,Both,Pancreas,05yrs,276946,206,14.85,14.108,15.593,198085,123,12.404,11.784,13.024,46476,35,15.216,14.455,15.977
A9028,Both,Pancreas,05yrs,307245,229,14.925,14.178,15.671,225182,115,10.241,9.729,10.754,30191,16,10.587,10.057,11.116
A9029,Both,Pancreas,05yrs,313429,236,15.043,14.291,15.795,280645,147,10.496,9.971,11.021,17595,,,,
A9030,Both,Pancreas,05yrs,317532,272,17.141,16.284,17.998,161120,117,14.463,13.74,15.186,123013,112,18.171,17.262,19.079
A9031,Both,Pancreas,05yrs,279051,240,17.173,16.314,18.031,226152,191,16.925,16.078,17.771,32895,22,13.325,12.659,13.991
A9033,Both,Pancreas,05yrs,356316,235,13.177,12.519,13.836,318123,289,18.14,17.233,19.047,23840,,,,
A9034,Both,Pancreas,05yrs,313318,219,13.999,13.299,14.699,182547,103,11.3,10.735,11.865,117246,80,13.565,12.887,14.243
A9035,Both,Pancreas,05yrs,318445,187,11.755,11.168,12.343,159098,101,12.655,12.022,13.287,147172,117,15.945,15.148,16.743
A9036,Both,Pancreas,05yrs,328808,278,16.884,16.039,17.728,232711,195,16.783,15.944,17.622,74448,38,10.282,9.768,10.796
A9037,Both,Pancreas,05yrs,302294,168,11.127,10.571,11.683,223980,128,11.444,10.872,12.016,45682,35,15.136,14.379,15.893
A9038,Both,Pancreas,05yrs,316397,274,17.316,16.451,18.182,217421,152,13.985,13.286,14.684,75005,54,14.334,13.618,15.051
A9039,Both,Pancreas,05yrs,324432,183,11.257,10.694,11.819,234029,115,9.838,9.346,10.33,63086,53,16.792,15.953,17.632
A9040,Both,Pancreas,05yrs,286766,178,12.427,11.806,13.048,190264,141,14.848,14.105,15.59,63049,45,14.368,13.65,15.086
A9041,Both,Pancreas,05yrs,318297,271,17.01,16.159,17.86,203504,174,17.116,16.261,17.972,82991,62,14.854,14.111,15.596
A9042,Both,Pancreas,05yrs,317095,284,17.881,16.987,18.775,150861,91,12.113,11.507,12.718,113417,71,12.454,11.832,13.077
A9043,Both,Pancreas,05yrs,305510,196,12.817,12.176,13.458,141494,106,15.043,14.291,15.795,149182,84,11.289,10.725,11.854
A9044,Both,Pancreas,05yrs,383187,229,11.961,11.363,12.559,157683,128,16.287,15.473,17.102,213518,164,15.391,14.621,16.16
A9045,Both,Pancreas,05yrs,319353,292,18.26,17.347,19.172,72444,49,13.603,12.923,14.283,221975,134,12.116,11.51,12.722
A9046,Both,Pancreas,05yrs,312628,249,15.936,15.14,16.733,31567,21,13.012,12.361,13.662,268319,220,16.371,15.553,17.19
A9048,Both,Pancreas,05yrs,322771,232,14.355,13.637,15.072,142080,70,9.877,9.384,10.371,152043,123,16.185,15.376,16.995
A9049,Both,Pancreas,05yrs,316574,253,15.952,15.154,16.75,195249,121,12.352,11.734,12.969,92417,63,13.65,12.968,14.333
B0002,Both,Pancreas,05yrs,260582,164,12.585,11.956,13.215,198503,176,17.751,16.863,18.638,50210,41,16.179,15.37,16.988
B0004,Both,Pancreas,05yrs,342496,195,11.383,10.814,11.952,202189,118,11.701,11.116,12.287,129062,81,12.599,11.969,13.229
B0010,Both,Pancreas,05yrs,310725,207,13.352,12.685,14.02,171342,124,14.518,13.792,15.244,129394,73,11.344,10.776,11.911
B0011,Both,Pancreas,05yrs,365714,272,14.894,14.149,15.639,321035,266,16.558,15.73,17.386,30089,22,14.571,13.842,15.299
B0013,Both,Pancreas,05yrs,332283,204,12.269,11.656,12.883,221394,122,11.049,10.497,11.602,70047,36,10.375,9.856,10.894
B0016,Both,Pancreas,05yrs,288845,230,15.896,15.102,16.691,161534,93,11.469,10.896,12.043,120627,82,13.548,12.87,14.225
B0019,Both,Pancreas,05yrs,286279,238,16.659,15.826,17.492,167396,96,11.423,10.852,11.994,111424,72,12.874,12.23,13.517
B0024,Both,Pancreas,05yrs,382487,217,11.327,10.761,11.893,230036,146,12.668,12.035,13.302,122434,71,11.668,11.085,12.251
B0026,Both,Pancreas,05yrs,256062,147,11.465,10.892,12.038,162919,148,18.145,17.238,19.052,72653,50,13.783,13.094,14.472
B0030,Both,Pancreas,05yrs,329054,186,11.313,10.748,11.879,137686,122,17.726,16.84,18.613,174549,89,10.218,9.707,10.729
B0032,Both,Pancreas,05yrs,289491,142,9.839,9.347,10.331,151705,84,11.079,10.525,11.633,128516,102,15.801,15.011,16.592
B0034,Both,Pancreas,05yrs,479651,394,16.426,15.604,17.247,359372,242,13.464,12.791,14.137,105840,66,12.408,11.788,13.028
B0035,Both,Pancreas,05yrs,372473,196,10.526,10,11.052,234477,150,12.768,12.129,13.406,121175,63,10.383,9.864,10.902
B0038,Both,Pancreas,05yrs,295551,252,17.072,16.218,17.925,234789,147,12.497,11.872,13.122,44080,38,17.393,16.524,18.263
B0043,Both,Pancreas,05yrs,369689,262,14.169,13.461,14.877,223342,134,11.983,11.384,12.582,120098,64,10.663,10.13,11.197
B0044,Both,Pancreas,05yrs,360425,228,12.659,12.026,13.292,230083,120,10.402,9.882,10.923,120210,96,15.999,15.199,16.799
B0047,Both,Pancreas,05yrs,340416,206,12.095,11.491,12.7,203037,170,16.784,15.945,17.624,129218,101,15.568,14.79,16.347
B0049,Both,Pancreas,05yrs,317291,221,13.938,13.241,14.635,182198,150,16.421,15.6,17.242,122017,68,11.114,10.558,11.67
B0051,Both,Pancreas,05yrs,466728,391,16.768,15.93,17.606,362772,326,17.992,17.092,18.891,82981,70,16.752,15.915,17.59
B0058,Both,Pancreas,05yrs,487370,269,11.054,10.502,11.607,380235,345,18.124,17.217,19.03,67603,55,16.124,15.318,16.93
